run,layer,batch_start,buckets,num_samples,native_seq_len,byte_prefix_len,key_rms_ratio,value_rms_ratio,key_mean_cosine,value_mean_cosine
qwen05_kv_p32_all,6,4,clean_english,4,30,32,1.0701597929000854,2.9646553993225098,0.08619694411754608,-0.20875456929206848
qwen05_kv_p32_all,7,4,clean_english,4,30,32,0.8395936489105225,2.009660005569458,0.06865046173334122,-0.1779591143131256
qwen05_kv_p32_all,8,4,clean_english,4,30,32,0.05988189950585365,3.459073543548584,0.2829520106315613,-0.3200359046459198
qwen05_kv_p32_all,9,4,clean_english,4,30,32,0.7278522849082947,1.542022466659546,-0.027974173426628113,-0.24685436487197876
qwen05_kv_p32_all,10,4,clean_english,4,30,32,0.7711524367332458,1.8354483842849731,0.01511587854474783,-0.029282918199896812
qwen05_kv_p32_all,11,4,clean_english,4,30,32,0.7481571435928345,1.3501893281936646,-0.00012128756497986615,-0.161068856716156
qwen05_kv_p32_all,12,4,clean_english,4,30,32,0.8821293711662292,2.2190957069396973,0.007869322784245014,0.07295507937669754
qwen05_kv_p32_all,13,4,clean_english,4,30,32,0.8824684023857117,2.1584861278533936,0.010086593218147755,-0.0836639329791069
qwen05_kv_p32_all,14,4,clean_english,4,30,32,0.8559635877609253,1.8642511367797852,-0.032357119023799896,0.18617093563079834
qwen05_kv_p32_all,15,4,clean_english,4,30,32,0.993990421295166,2.0673446655273438,0.015612650662660599,-0.1229197233915329
qwen05_kv_p32_all,16,4,clean_english,4,30,32,0.823526918888092,1.4304617643356323,-0.02530401200056076,0.0672001987695694
qwen05_kv_p32_all,17,4,clean_english,4,30,32,1.1052616834640503,1.6625463962554932,0.21405962109565735,0.021351631730794907
qwen05_kv_p32_all,18,4,clean_english,4,30,32,1.1255922317504883,2.0243771076202393,-0.03708447515964508,-0.02854497916996479
qwen05_kv_p32_all,19,4,clean_english,4,30,32,1.0449254512786865,2.2938854694366455,-0.0799490213394165,-0.034830644726753235
qwen05_kv_p32_all,20,4,clean_english,4,30,32,1.1404837369918823,1.2237298488616943,0.15054747462272644,0.3024179935455322
qwen05_kv_p32_all,21,4,clean_english,4,30,32,1.3040457963943481,1.066532015800476,-0.0920693501830101,0.2060663402080536
qwen05_kv_p32_all,22,4,clean_english,4,30,32,1.512750267982483,1.6447467803955078,0.12241094559431076,-0.031526725739240646
qwen05_kv_p32_all,23,4,clean_english,4,30,32,1.2451825141906738,1.8173162937164307,0.16688908636569977,-0.07174982875585556
qwen05_kv_p32_all,0,8,clean_english,4,30,32,0.028393277898430824,33.85113525390625,-0.11881309002637863,-0.24651594460010529
qwen05_kv_p32_all,1,8,clean_english,4,30,32,0.07112596929073334,5.0696940422058105,-0.22044366598129272,-0.045905180275440216
qwen05_kv_p32_all,2,8,clean_english,4,30,32,0.12253186851739883,5.773324489593506,0.06096012145280838,0.08622147887945175
qwen05_kv_p32_all,3,8,clean_english,4,30,32,0.4799649715423584,2.850064277648926,-0.08502769470214844,-0.05826488882303238
qwen05_kv_p32_all,4,8,clean_english,4,30,32,0.5883402824401855,2.477895975112915,0.06165351718664169,0.007563419174402952
qwen05_kv_p32_all,5,8,clean_english,4,30,32,0.9959366917610168,1.9639257192611694,-0.06918591260910034,-0.13552439212799072
qwen05_kv_p32_all,6,8,clean_english,4,30,32,1.0778509378433228,2.954084873199463,0.07803977280855179,-0.15854710340499878
qwen05_kv_p32_all,7,8,clean_english,4,30,32,0.8263118267059326,1.9776548147201538,0.09045463055372238,-0.1744072586297989
